OG0001871	macromolecule glycosylation
OG0005061	lipid transfer
OG0000730	Pumilio-family RNA binding repeat
OG0002472	insulin-degrading
OG0000371	Belongs to the heat shock protein 70 family
OG0001070	Erv1 / Alr family
OG0002494	protein modification by small protein conjugation or removal
OG0001593	BTB/POZ domain
OG0007032	Protein prenyltransferase alpha subunit repeat
OG0007223	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance
OG0000148	aspartic-type endopeptidase activity
OG0000457	sperm flagellum movement
OG0005340	proton export across plasma membrane
OG0005427	alpha-1,4-glucan synthase activity
OG0001345	protein deacetylase activity
OG0005602	Major facilitator superfamily
OG0000919	O-methyltransferase
OG0002090	RNA pseudouridylate synthase
OG0002644	Peroxidase
OG0002551	zinc-finger of a C2HC-type
OG0002617	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6
OG0001760	DNA replication
OG0000066	phosphatase
OG0006612	PFAM FHA domain
OG0000599	proline hydroxylase
OG0006793	-
OG0002177	Acylpyruvase FAHD1, mitochondrial-like
OG0000254	heavy chain
OG0005024	protein depalmitoleylation
OG0002546	homoserine dehydrogenase
OG0004094	TRNA (Cytosine-5-)-methyltransferase NSUN2. Source PGD
OG0002391	MafB19-like deaminase
OG0000145	Alpha beta superfamily hydrolase
OG0000638	phosphatidylinositol phosphatidylcholine transfer protein
OG0006713	Ubiquitin-fold modifier 1
OG0000784	polypeptide N-acetylgalactosaminyltransferase activity
OG0002721	GDP-fucose protein O-fucosyltransferase
OG0000097	protein modification by small protein conjugation
OG0007387	Glycosyl hydrolase family 45
OG0005801	endoribonuclease L-PSP
OG0001657	peptidyl-prolyl cis-trans isomerase activity
OG0000057	Protein tyrosine kinase
OG0004005	carbohydrate transmembrane transporter activity
OG0005364	Belongs to the DNA photolyase family
OG0000045	non-ribosomal peptide synthetase
OG0001803	thiol-dependent ubiquitin-specific protease activity
OG0000977	DNA dealkylation involved in DNA repair
OG0004260	Phosphorylase superfamily
OG0000316	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. Could also have a single-stranded nucleic acid-binding activity and could play a role in RNA and or DNA metabolism. It may also have a role in the development of malignancy and the growth progression of some tumors
OG0004181	Methyltransferase
OG0003048	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay
OG0005280	function. Source PGD
OG0004700	Peptidyl-prolyl cis-trans isomerase
OG0001443	NAD+ ADP-ribosyltransferase activity
OG0000971	oxidation-reduction process
OG0007388	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)
OG0000545	Calcium-transporting ATPase 1, endoplasmic reticulum-type. Source PGD
OG0002333	Aspartyl/Asparaginyl beta-hydroxylase
OG0005686	Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
OG0004248	oxidation-reduction process
OG0000615	voltage-gated potassium channel activity
OG0001023	carbohydrate binding
OG0001040	Crt homolog
OG0006835	Metallopeptidase family M24
OG0003537	PFAM acetyl-CoA hydrolase transferase
OG0007634	Small ribosomal subunit Rsm22 protein
OG0001180	Thioredoxin-like
OG0005471	Methyltransferase-like protein
OG0002129	Cytochrome oxidase c subunit VIb
OG0005580	Redoxin
OG0005600	N-terminal half of MaoC dehydratase
OG0005639	mitochondrial transport
OG0002463	Serine threonine-protein phosphatase
OG0003784	CTP:tRNA cytidylyltransferase activity
OG0006522	GTPase activity
OG0001532	Enoyl-(Acyl carrier protein) reductase
OG0000150	E3 ubiquitin-protein ligase
OG0002580	purine nucleosidase activity
OG0001109	belongs to the protein kinase superfamily
OG0002244	WW domain-containing protein
OG0005891	Enoyl-(Acyl carrier protein) reductase
OG0005831	phosphoprotein phosphatase activity
OG0005396	translation initiation factor activity
OG0004059	Transmembrane E3 ubiquitin-protein ligase
OG0007620	Purple acid phosphatase
OG0000049	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0002394	-
OG0001458	Uncharacterised ACR, YagE family COG1723
OG0000283	Alpha amylase, C-terminal all-beta domain
OG0001053	-
OG0005918	inorganic diphosphatase activity
OG0006592	Xeroderma pigmentosum G N-region
OG0000066	Protein phosphatase 2C
OG0003346	DNA replication complex GINS protein
OG0001163	phosphopantetheine binding
OG0006701	Serine threonine-protein kinase
OG0007195	Info polymerase (RNA) II (DNA directed) polypeptide H
OG0003191	Belongs to the SNF7 family
OG0002006	Ribonuclease HII
OG0000423	RNA acetylation
OG0003228	RNA binding
OG0000066	Sigma factor PP2C-like phosphatases
OG0002570	Prohibitin
OG0002902	Methylase involved in ubiquinone menaquinone biosynthesis
OG0000007	RING-like zinc finger
OG0006130	23S rRNA methyltransferase
OG0003990	Glycosyltransferase like family 2
OG0005787	negative regulation of low-density lipoprotein particle clearance
OG0004554	GDP-D-glucose phosphorylase activity
OG0006359	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins
OG0004607	serine-type carboxypeptidase activity
OG0005661	Prolyl 4-hydroxylase alpha subunit homologues.
OG0000427	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
OG0006813	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
OG0007393	protein maturation by iron-sulfur cluster transfer
OG0007709	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0007231	Arsenical pump membrane protein
OG0002673	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs
OG0002480	tRNA-dihydrouridine(16 17) synthase NAD(P)( ) -like
OG0000267	2OG-Fe(II) oxygenase superfamily
OG0003853	positive regulation of chromatin silencing at rDNA
OG0001162	plastid DNA replication
OG0004862	Glycoprotein endo-alpha-1,2-mannosidase-like
OG0004824	Oxidoreductase family, NAD-binding Rossmann fold
OG0007275	Mpv17 / PMP22 family
OG0001266	Formyl transferase, C-terminal domain
OG0006576	Possible lysine decarboxylase
OG0006142	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)
OG0002876	Ubiquitin-protein ligase
OG0006238	Sigma factor PP2C-like phosphatases
OG0004396	KR domain
OG0000279	Ubiquitin Carboxyl-terminal Hydrolase-like zinc finger
OG0002063	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits
OG0003178	Transcription
OG0001292	methyltransferase activity
OG0001903	Pirin C-terminal cupin domain
OG0003169	peptidyl-prolyl cis-trans isomerase activity
OG0000979	Diphthamide biosynthesis protein 7
OG0003072	Arginase family
OG0003919	Carboxyvinyl-carboxyphosphonate phosphorylmutase
OG0000008	unfolded protein binding
OG0002562	zinc finger
OG0002243	Protein phosphatase 2C
OG0005231	CAAX prenyl protease N-terminal, five membrane helices
OG0000039	belongs to the protein kinase superfamily
OG0003681	protein polyglutamylation
OG0007550	ABC transporter
OG0003316	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0004612	iron ion binding
OG0007357	RWD
OG0002916	molybdenum ion binding
OG0000546	kinase-activated protein kinase 3
OG0000975	Pancreatic alpha-amylase-like
OG0004634	uroporphyrinogen III biosynthetic process
OG0003068	Regulator of chromosome condensation 2
OG0001197	oxidation-reduction process
OG0001158	CS domain
OG0007450	Calmodulin
OG0006708	Removes the formyl group from the N-terminal Met of newly synthesized proteins
OG0006544	Serine/Threonine protein kinases, catalytic domain
OG0006031	FabA-like domain
OG0000012	protein refolding
OG0007325	glucosyltransferase activity
OG0004188	Mediates both low-affinity uptake and efflux of sugar across the membrane
OG0005749	Rtf2 RING-finger
OG0003337	UDP-galactopyranose mutase
OG0001270	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0000348	RNA binding
OG0001547	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
OG0007012	Glycoside hydrolase. Source PGD
OG0000478	heavy chain 1
OG0005394	Maintenance of mitochondrial structure and function
OG0006137	Rho (Ras homology) subfamily of Ras-like small GTPases
OG0000468	synthase
OG0001795	Belongs to the thioredoxin family
OG0004837	Belongs to the adaptor complexes medium subunit family
OG0002443	Belongs to the DEAD box helicase family
OG0006114	Transmembrane amino acid transporter protein
OG0003859	Translation release factor activity, codon specific. It is involved in the biological process described with translational termination
OG0005689	Glycosyl hydrolases family 28
OG0005013	tRNA synthetases class I (W and Y)
OG0000332	Cyclin-dependent kinase
OG0003837	Phosphoglycerate mutase family
OG0001720	KIAA1430 homologue
OG0004446	ribosomal protein L33
OG0006470	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
OG0000007	E3 ubiquitin-protein ligase RING1-like
OG0001174	NAD dependent epimerase/dehydratase family
OG0004508	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0004722	-
OG0001602	ABC transporter transmembrane region
OG0004773	2 iron, 2 sulfur cluster binding
OG0005543	EAP30/Vps36 family
OG0001660	Zinc finger DHHC domain-containing protein
OG0000041	protein serine/threonine kinase activity
OG0004107	Formate/nitrite transporter
OG0000576	calmodulin-dependent protein kinase activity
OG0000778	carbohydrate transmembrane transporter activity
OG0000964	SNF1-related protein kinase catalytic subunit alpha
OG0002105	Fucosyltransferase activity. It is involved in the biological process described with protein glycosylation
OG0006089	KIAA1430 homologue
OG0002464	rRNA methyltransferase
OG0000125	NLR family, pyrin domain containing 12
OG0000658	Phospholipase A1-Igamma1
OG0002036	PPPDE putative peptidase domain
OG0002533	Ecto-NOX disulfide-thiol exchanger
OG0004341	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner
OG0002548	Calcineurin-like phosphoesterase
OG0001900	ribonuclease III activity
OG0002449	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
OG0003690	Belongs to the NARF family
OG0001267	oxidoreductase activity, acting on diphenols and related substances as donors
OG0004484	COP9 signalosome complex subunit
OG0006812	Alpha/beta hydrolase family
OG0002327	Puromycin-sensitive aminopeptidase
OG0006894	COP9 signalosome complex
OG0007612	Alpha-kinase family
OG0006253	FAD dependent oxidoreductase
OG0004631	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
OG0000195	Dual specificity protein kinase
OG0002674	Glutaminyl-peptide
OG0003867	ATP-dependent protease La (LON) substrate-binding domain
OG0001568	RNA binding domain
OG0001011	NADPHX epimerase activity
OG0000729	Belongs to the PEP-utilizing enzyme family
OG0000141	Trypsin
OG0000827	protein tag
OG0003447	conserved nuclear protein that interacts with GTP-Gsp1p, which is a Ran homolog of the Ras GTPase family, and stimulates nucleotide release, involved in nuclear protein import, nucleotide release is inhibited by Yrb1p
OG0003004	Cryptochrome 5
OG0001155	DnaJ molecular chaperone homology domain
OG0005605	PWI domain
OG0004480	Serine/Threonine protein kinases, catalytic domain
OG0006215	-
OG0002423	craniofacial suture morphogenesis
OG0003534	CDPK-related protein kinase
OG0002879	Aldo/keto reductase family
OG0000034	helicase activity
OG0000282	Peptidylprolyl isomerase
OG0005313	ectodermal digestive tract development
OG0000923	pectin acetylesterase activity
OG0000061	Polycystin cation channel
OG0000970	-
OG0002200	EF-hand domain pair
OG0000618	Protein tyrosine kinase
OG0001777	phytosphingosine metabolic process
OG0004398	Belongs to the universal ribosomal protein uS2 family
OG0002482	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0004404	Guanine nucleotide binding protein-like 1
OG0004942	hydrolases or acyltransferases (alpha beta hydrolase superfamily)
OG0007677	DnaJ like subfamily A member 2
OG0004430	Involved in the early part of the secretory pathway
OG0001440	splicing factor
OG0000675	Rab-GTPase-TBC domain
OG0004333	Participates in DNA repair and in chromosomal DNA replication
OG0005636	Belongs to the cysteine synthase cystathionine beta- synthase family
OG0000063	O-methyltransferase
OG0001251	Zinc carboxypeptidase
OG0004759	ubiquitin binding
OG0004433	Major Facilitator Superfamily
OG0005353	Pentatricopeptide repeat
OG0002740	cleavage furrow ingression
OG0001296	Ribosomal RNA large subunit methyltransferase J
OG0000529	Glucosidase II beta subunit-like protein
OG0003679	fatty acid beta-oxidation using acyl-CoA dehydrogenase
OG0001991	alpha-L-fucosidase activity
OG0000195	serine threonine-protein kinase
OG0003264	Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Has GTP AMP phosphotransferase and ITP AMP phosphotransferase activities
OG0003720	tryptophan synthase activity
OG0000346	Poly(ADP-ribose) polymerase catalytic domain
OG0007214	Large family of predicted nucleotide-binding domains
OG0000321	Growth hormone regulated TBC protein 1
OG0001006	PFAM Alpha beta hydrolase fold-3 domain protein
OG0001188	Thioredoxin-like protein
OG0003199	Calcineurin-like phosphoesterase
OG0002608	Bicoid-interacting protein 3 (Bin3)
OG0000204	cellulose 1,4-beta-cellobiosidase activity
OG0004491	Methyltransferase domain
OG0004174	Protein kinase domain
OG0000275	Hsp90 protein
OG0001671	NO-associated protein 1, chloroplastic
OG0000202	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
OG0003395	2OG-Fe(II) oxygenase superfamily
OG0002732	ubiquitin-protein transferase activity
OG0000088	cAMP-dependent protein kinase regulator activity
OG0001754	2-acylglycerol O-acyltransferase activity
OG0003788	Uncharacterised protein family UPF0047
OG0001135	acetylcholine-gated cation-selective channel activity
OG0001983	negative regulation of inclusion body assembly
OG0003309	nickel cation binding
OG0002255	Source PGD
OG0000291	transporter
OG0003975	Belongs to the folylpolyglutamate synthase family
OG0006051	Mitochondrial large subunit ribosomal protein (Img2)
OG0005743	sperm individualization
OG0000963	Belongs to the cytochrome b5 family
OG0004545	50S ribosomal protein L4
OG0003327	N-methylnicotinate transmembrane transporter activity
OG0004271	Protein of unknown function (DUF2854)
OG0001465	Efflux system for nickel and cobalt
OG0002432	Tetratricopeptide repeat
OG0007627	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
OG0001312	Pumilio-family RNA binding repeat
OG0007474	Binds to proline rich sequences in various regulatory formin-like proteins and also to membrane phospholipids. Binds to actin and affects the structure of the cytoskeleton
OG0001537	canonical Wnt signaling pathway involved in osteoblast differentiation
OG0000866	GTP-binding Protein
OG0006325	Conserved oligomeric Golgi complex subunit 8
OG0000436	AAA domain, putative AbiEii toxin, Type IV TA system
OG0007287	pyrimidine nucleotide-sugar transmembrane transporter activity
OG0007375	E3 ubiquitin-protein ligase
OG0003574	Pterin 4 alpha carbinolamine dehydratase
OG0005278	2OG-Fe(II) oxygenase superfamily
OG0002084	glycyl-tRNA aminoacylation
OG0003280	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
OG0000207	GTPase activator activity
OG0001018	Speckle-type POZ protein-like protein
OG0000004	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0002796	Tetratricopeptide repeat protein
OG0000883	acyl-CoA synthetase
OG0004668	DTW
OG0002373	vesicle-mediated transport
OG0006223	methyltransferase activity
OG0001018	Speckle-type poz protein
OG0006874	L-type lectin-domain containing receptor kinase
OG0007536	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like
OG0006615	glycerone-phosphate O-acyltransferase activity
OG0000354	protein serine/threonine phosphatase activity
OG0004831	PFAM Alcohol dehydrogenase zinc-binding domain protein
OG0001600	GTP binding. It is involved in the biological process described with translational initiation
OG0000323	DSHCT
OG0002188	sulfur dioxygenase activity
OG0000006	Q COG3321 Polyketide synthase modules and related proteins
OG0000790	metalloexopeptidase activity
OG0000912	protein serine/threonine kinase activity
OG0006993	Belongs to the cullin family
OG0001476	Major Facilitator Superfamily
OG0006062	phospholipid-hydroperoxide glutathione peroxidase activity
OG0000088	cAMP-dependent protein kinase activity
OG0003782	Belongs to the peptidase S10 family
OG0002529	Dual specificity phosphatase, catalytic domain
OG0006957	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate
OG0001181	receptor
OG0002530	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
OG0005468	RNA binding
OG0002860	Lactamase, beta 2
OG0000011	Protein kinase domain
OG0006773	Binds specifically to the 3'-terminal U-tract of U6 snRNA
OG0003265	Belongs to the peptidase S14 family
OG0004636	ESCRT-II complex subunit
OG0006953	Catalyzes the conversion of GTP to 2,5-diamino-6- ribosylamino-4(3H)-pyrimidinone 5'-phosphate (DARP), formate and pyrophosphate
OG0003570	kinase 2
OG0003298	spermatogenesis associated 4
OG0005070	succinate transmembrane transporter activity
OG0001261	Fucoxanthin chlorophyll a c
OG0006673	Source PGD
OG0002610	Metacaspase-1-like
OG0006622	cytochrome p450
OG0002201	With S4 and S5 plays an important role in translational accuracy
OG0000885	3'-5'-exoribonuclease that specifically recognizes RNAs polyuridylated at their 3' end and mediates their degradation. Component of an exosome-independent RNA degradation pathway that mediates degradation of cytoplasmic mRNAs that have been deadenylated and subsequently uridylated at their 3'
OG0005612	RNA recognition motif
OG0001723	Dihydroxy-acid dehydratase. Source PGD
OG0003315	DNA polymerase delta small
OG0000241	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0005549	eukaryotic translation initiation factor 2-alpha kinase 2
OG0000034	ATP-dependent RNA helicase
OG0006345	GTP-binding protein
OG0000243	procollagen-proline 4-dioxygenase activity
OG0000241	Set domain-containing protein 5
OG0000123	cellular response to bisphenol A
OG0007462	aldo keto reductase
OG0002484	Belongs to the globin family
OG0001268	branched-chain-amino-acid transaminase activity
OG0007688	Belongs to the protein kinase superfamily
OG0002471	SpoU rRNA Methylase family
OG0000307	medium-chain-acyl-CoA dehydrogenase activity
OG0000234	L-malate dehydrogenase activity
OG0005202	threonine-type endopeptidase activity
OG0000368	RNA-binding protein mei2 homologue
OG0000069	Dynein heavy chain
OG0005362	ribosomal large subunit binding
OG0000510	ATPase activity
OG0001525	Protein kinase domain
OG0000746	phosphoglycerate mutase
OG0000757	Vesicle-associated membrane protein
OG0000177	ribonucleoside-diphosphate reductase activity
OG0006783	PFAM SEC-C motif domain protein
OG0000008	protein folding
OG0002666	Belongs to the GST superfamily
OG0006886	Poly A polymerase head domain
OG0007699	3-oxo-behenoyl-CoA reductase activity
OG0006262	pfkB family carbohydrate kinase
OG0000742	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties
OG0001104	PFAM Taurine catabolism dioxygenase TauD TfdA
OG0001718	kinase-like protein
OG0004881	Cullin 4B
OG0005199	succinate-semialdehyde dehydrogenase (NAD+) activity
OG0002700	Phosphatidylserine decarboxylase
OG0005150	KR domain
OG0007680	dual specificity protein phosphatase CDC14A
OG0000457	Tubulin-tyrosine ligase family protein
OG0006159	7SK snRNA binding
OG0002197	Zinc finger, CCHC domain containing 17
OG0000078	Belongs to the peptidase S1 family
OG0002801	elongation factor 3
OG0003852	Phosphoribosyl-ATP
OG0006486	Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
OG0001051	Belongs to the glycosyl hydrolase 2 family
OG0006174	Pentatricopeptide repeat
OG0002230	NADP-dependent
OG0002730	ribosomal protein
OG0002062	heterochromatin assembly
OG0000477	kinase domain containing protein
OG0002605	Regulatory subunit of S-adenosylmethionine synthetase 2, an enzyme that catalyzes the formation of S-adenosylmethionine from methionine and ATP. Regulates MAT2A catalytic activity by changing its kinetic properties, increasing its affinity for L- methionine
OG0001398	DNA/RNA helicase activity
OG0000752	NAD-dependent histone deacetylase activity (H3-K18 specific)
OG0002021	DNA replication origin binding
OG0001045	photosynthetic electron transport in photosystem II
OG0007687	WD40 repeats
OG0006237	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
OG0000343	O-methyltransferase activity
OG0004062	protein binding, bridging
OG0003018	Belongs to the P(II) protein family
OG0003032	Belongs to the adaptor complexes medium subunit family
OG0005510	e3 binding domain
OG0002739	ER lumen protein retaining receptor
OG0004475	1-acyl-sn-glycerol-3-phosphate acyltransferase
OG0002145	unfolded protein binding
OG0005984	oxidoreductase activity, acting on superoxide radicals as acceptor
OG0000137	C-terminal, D2-small domain, of ClpB protein
OG0005611	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins
OG0005296	Diacylglycerol acyltransferase
OG0001748	Flavin-binding monooxygenase-like
OG0005239	Ring finger domain
OG0000369	UDP-glucoronosyl and UDP-glucosyl transferase
OG0007025	cephalosporin hydroxylase
OG0000925	Protein tyrosine kinase
OG0000153	phosphoglycerate kinase activity
OG0005833	PFAM aromatic amino acid beta-eliminating lyase threonine aldolase
OG0004529	Formyl transferase
OG0000600	CBL-interacting serine threonine-protein kinase 9-like
OG0001253	P-type ATPase
OG0000739	enoyl-CoA hydratase
OG0006850	DnaJ central domain
OG0005158	gamma-butyrobetaine dioxygenase activity
OG0003211	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15
OG0006954	Belongs to the aconitase IPM isomerase family
OG0002535	cellular oxidant detoxification
OG0005951	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0000585	protein-cysteine S-palmitoyltransferase activity
OG0000944	diacylglycerol kinase activity
OG0002034	tRNA (cytosine) methyltransferase activity
OG0001606	antiporter activity
OG0001095	PFAM glycoside hydrolase, family 16
OG0002771	Dihydroorotate dehydrogenase
OG0002395	DEAD DEAH box helicase domain-containing protein
OG0005439	Nitronate monooxygenase
OG0000972	Extension to Ser/Thr-type protein kinases
OG0004788	Major Facilitator Superfamily
OG0004228	oxidation-reduction process
OG0007702	peptide-aspartate beta-dioxygenase activity
OG0001477	BCS1_N
OG0003392	-
OG0005564	protein serine/threonine kinase activity
OG0005261	COG0665 Glycine D-amino acid oxidases (deaminating)
OG0004159	Serine-type peptidase activity. It is involved in the biological process described with proteolysis
OG0003738	EF-hand domain pair
OG0000183	Extension to Ser/Thr-type protein kinases
OG0006151	Microfibril-associated/Pre-mRNA processing
OG0006896	BCCT, betaine/carnitine/choline family transporter
OG0005166	sphingolipid metabolic process
OG0005054	Chaperone protein DNAj
OG0003028	VPS10
OG0003338	Acetyltransferase, gnat family
OG0000302	cellular response to nitrate
OG0003756	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
OG0004085	Prenyltransferase and squalene oxidase repeat
OG0002073	cell division
OG0005001	endoribonuclease activity
OG0001913	Protein tyrosine kinase
OG0000005	microtubule motor activity
OG0004734	dihydrokaempferol 4-reductase activity
OG0007291	calmodulin
OG0000451	Phosphatidylinositol-4-phosphate 5-Kinase
OG0000927	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
OG0003829	Cid1 family poly A polymerase
OG0000785	eukaryotic translation initiation factor
OG0001217	Glycosyl hydrolases family 16
OG0001752	cationic amino acid transporter
OG0005185	Nucleolar GTP-binding protein
OG0003250	alpha/beta hydrolase fold
OG0000544	histone H3
OG0000924	serine threonine-protein kinase
OG0000973	to Saccharomyces cerevisiae CMD1 (YBR109C)
OG0000452	AMP-binding enzyme C-terminal domain
OG0000019	Regulator of nonsense transcripts 1 homolog
OG0007260	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 9
OG0000009	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
OG0002140	Nucleotidyltransferase domain
OG0005802	ADP-L-glycero-beta-D-manno-heptose biosynthetic process
OG0000123	protein serine/threonine kinase activity
OG0006924	CobW/HypB/UreG, nucleotide-binding domain
OG0006139	5'-AMP-activated protein kinase subunit beta-1 family protein
OG0006937	Rieske (2fe-2S)
OG0000450	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome
OG0002603	Splicing factor 3B subunit 3
OG0002655	Conserved mid region of cactin
OG0005116	DEAD-box ATP-dependent RNA helicase
OG0000835	Protein tyrosine kinase
OG0007134	cell redox homeostasis
OG0002233	6-phosphogluconolactonase activity
OG0000215	ABC transporter B family member 26
OG0003163	Leucine carboxyl methyltransferase
OG0003641	N-6 adenine-specific DNA methyltransferase 1
OG0002930	threonine-type endopeptidase activity
OG0002767	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA
OG0000463	glycoside hydrolase family 16 protein
OG0000601	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
OG0007471	transketolase activity
OG0000612	Ribosomal_L32e
OG0003718	variable flagellar number
OG0002410	DNA topoisomerase
OG0005977	oxidoreductase activity
OG0005443	Sulfite reductase NADPH flavoprotein component. Source PGD
OG0002505	Belongs to the universal ribosomal protein uS9 family
OG0002288	Domain with 2 conserved Trp (W) residues
OG0002909	Ion channel
OG0004363	neutral amino acid transmembrane transporter activity
OG0007227	Cupin-like domain
OG0004584	U6 snRNA-associated Sm-like protein LSm8
OG0000382	DNA photolyase activity
OG0000678	-
OG0002320	Small nuclear ribonucleoprotein
OG0001650	Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate
OG0000094	Elongation factor 2. Source PGD
OG0006269	Belongs to the DEAD box helicase family
OG0002228	PAP_fibrillin
OG0000246	Eukaryotic initiation factor 4E
OG0003648	Bestrophin, RFP-TM, chloride channel
OG0006828	Glycosyl hydrolase family 3 C-terminal domain
OG0001719	Source PGD
OG0004654	calcium ion binding
OG0001124	protein serine/threonine kinase activity
OG0000347	DnaJ central domain
OG0001990	Ribosomal protein S6e
OG0000793	cytochrome P450
OG0002468	Alpha-kinase family
OG0005779	Protein DCL, chloroplastic-like
OG0000124	Astacin-like metallo-endopeptidase (M12 family)
OG0006752	RWD domain-containing protein
OG0001171	Lysine methyltransferase
OG0001278	Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function
OG0000260	NAD-dependent histone deacetylase activity (H3-K18 specific)
OG0002853	Beta-amylase
OG0006289	Rhomboid-like protein
OG0002904	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps
OG0003706	Belongs to the universal ribosomal protein uL16 family
OG0001361	Heat shock protein DnaJ family protein. Source PGD
OG0005761	Polynucleotide kinase 3 phosphatase
OG0007588	acid phosphatase activity
OG0005243	SRP40, C-terminal domain
OG0003528	Amidohydrolase family
OG0001051	Hydrolase
OG0003026	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit
OG0000007	zinc finger protein. Source PGD
