OG0002766	Durusdinium17035	K14569
OG0001285	Durusdinium1241	K14411
OG0000091	Durusdinium40869	K27590
OG0001723	Durusdinium17168	K01687
OG0000145	Durusdinium22073	K01076
OG0001166	Durusdinium20336	K14411
OG0005858	Durusdinium26666	K07952
OG0002858	Durusdinium17234	K15111
OG0007091	Durusdinium35639	K10280
OG0005335	Durusdinium21651	K21440
OG0002066	Durusdinium32649	K22381
OG0002224	Durusdinium14781	K06130
OG0000304	Durusdinium23654	K08827
OG0002979	Durusdinium46	K10755
OG0000657	Durusdinium28622	K14556
OG0001322	Durusdinium34715	K13126
OG0000619	Durusdinium49833	K06941
OG0001385	Durusdinium31628	K25896
OG0001091	Durusdinium1846	K00465
OG0004337	Durusdinium22492	K18442
OG0000450	Durusdinium20995	K02874
OG0000933	Durusdinium54320	K03405
OG0001651	Durusdinium26056	K14713
OG0001986	Durusdinium51767	K09584
OG0000421	Durusdinium33652	K21989
OG0006867	Durusdinium36982	K07747
OG0001086	Durusdinium52940	K25470
OG0000337	Durusdinium46917	K02918
OG0000288	Durusdinium23850	K14724
OG0007630	Durusdinium46893	K02636
OG0006133	Durusdinium1694	K02874
OG0005410	Durusdinium924	K10594
OG0006326	Durusdinium19263	K13412
OG0006780	Durusdinium6670	K01519
OG0005403	Durusdinium55803	K15100
OG0004786	Durusdinium38146	K06949
OG0004999	Durusdinium39751	K16726
OG0005344	Durusdinium18713	K12024
OG0000215	Durusdinium28730	K05657
OG0003464	Durusdinium36848	K05236
OG0002614	Durusdinium34853	K01807
OG0001311	Durusdinium36042	K14648
OG0000619	Durusdinium34369	K06941
OG0003013	Durusdinium2934	K13953
OG0001250	Durusdinium28911	K15889
OG0002025	Durusdinium36619	K10357
OG0001592	Durusdinium22755	K03307
OG0000034	Durusdinium34664	K12820
OG0002886	Durusdinium24268	K14430
OG0002697	Durusdinium31589	K04447
OG0000317	Durusdinium14823	K00821
OG0001364	Durusdinium37562	K00306
OG0006281	Durusdinium12959	K00609
OG0006093	Durusdinium25205	K03511
OG0003217	Durusdinium32144	K14297
OG0001511	Durusdinium11577	K15692
OG0003975	Durusdinium4322	K11754
OG0000458	Durusdinium51769	K00059
OG0001479	Durusdinium31784	K13291
OG0007074	Durusdinium10919	K00898
OG0006520	Durusdinium39312	K15371
OG0004943	Durusdinium1966	K17286
OG0004424	Durusdinium25127	K00605
OG0002033	Durusdinium28058	K16296
OG0002104	Durusdinium21719	K08794
OG0000003	Durusdinium41707	K09255
OG0005608	Durusdinium26930	K10416
OG0004743	Durusdinium22031	K02293
OG0002948	Durusdinium11069	K13210
OG0000356	Durusdinium37405	K08292
OG0000018	Durusdinium3839	K01802
OG0000214	Durusdinium21725	K14994
OG0006910	Durusdinium12565	K09255
OG0002492	Durusdinium13803	K16052
OG0005523	Durusdinium54505	K10615
OG0000428	Durusdinium33775	K08585
OG0000333	Durusdinium26250	K01624
OG0007056	Durusdinium36217	K03676
OG0006743	Durusdinium7916	K02433
OG0004506	Durusdinium28785	K12386
OG0004113	Durusdinium17757	K01067
OG0000342	Durusdinium25279	K09522
OG0000344	Durusdinium36663	K01768
OG0000931	Durusdinium25252	K03355
OG0000041	Durusdinium25808	K13412
OG0006744	Durusdinium38704	K20535
OG0002928	Durusdinium38642	K12818
OG0002343	Durusdinium51699	K17893
OG0000503	Durusdinium49604	K01076
OG0001262	Durusdinium32013	K03320
OG0001540	Durusdinium27999	K11703
OG0000549	Durusdinium41365	K01006
OG0003713	Durusdinium28278	K21552
OG0003290	Durusdinium39809	K23490
OG0006854	Durusdinium54265	K18416
OG0000111	Durusdinium6459	K15710
OG0000087	Durusdinium12648	K05534
OG0001089	Durusdinium36516	K24473
OG0000919	Durusdinium34802	K00545
OG0003830	Durusdinium40106	K22133
OG0003366	Durusdinium42390	K22066
OG0005028	Durusdinium128	K12184
OG0004178	Durusdinium23569	K02927
OG0000080	Durusdinium28689	K14379
OG0001892	Durusdinium15406	K09613
OG0007656	Durusdinium24777	K07126
OG0003223	Durusdinium52728	K04794
OG0005368	Durusdinium17045	K01736
OG0005321	Durusdinium30784	K11434
OG0003803	Durusdinium2385	K01756
OG0002467	Durusdinium46555	K22940
OG0001580	Durusdinium23493	K05791
OG0001548	Durusdinium29531	K21434
OG0006895	Durusdinium52648	K02183
OG0005230	Durusdinium7744	K03969
OG0002738	Durusdinium3269	K14457
OG0007172	Durusdinium35010	K24047
OG0006006	Durusdinium41745	K10799
OG0002665	Durusdinium24042	K08151
OG0003246	Durusdinium49341	K10688
OG0000051	Durusdinium3446	K03062
OG0000398	Durusdinium24087	K10799
OG0000732	Durusdinium30872	K00939
OG0006118	Durusdinium52889	K27685
OG0006947	Durusdinium24997	K00799
OG0000033	Durusdinium26246	K10859
OG0001365	Durusdinium9009	K12567
OG0006529	Durusdinium36475	K15631
OG0005872	Durusdinium46224	K12275
OG0000243	Durusdinium32404	K00472
OG0000690	Durusdinium41134	K02930
OG0002439	Durusdinium38092	K06176
OG0002268	Durusdinium28577	K15451
OG0003508	Durusdinium22247	K00545
OG0000016	Durusdinium20128	K06180
OG0000003	Durusdinium40201	K16726
OG0000331	Durusdinium46210	K04905
OG0000615	Durusdinium14386	K04930
OG0000018	Durusdinium27071	K03768
OG0001827	Durusdinium36605	K13444
OG0000135	Durusdinium33433	K10324
OG0004539	Durusdinium38062	K05673
OG0003875	Durusdinium54940	K00815
OG0000932	Durusdinium38894	K01135
OG0000676	Durusdinium37765	K02999
OG0006896	Durusdinium41058	K02168
OG0000526	Durusdinium40801	K01610
OG0000622	Durusdinium15383	K16726
OG0004949	Durusdinium54289	K12735
OG0000886	Durusdinium108	K21867
OG0000935	Durusdinium9032	K01379
OG0001062	Durusdinium26163	K08794
OG0000034	Durusdinium10747	K12820
OG0002742	Durusdinium22489	K14573
OG0001086	Durusdinium28077	K25470
OG0002718	Durusdinium18690	K15305
OG0002593	Durusdinium34096	K12132
OG0002380	Durusdinium8775	K01103
OG0002242	Durusdinium37347	K20178
OG0000971	Durusdinium4146	K11163
OG0001721	Durusdinium34254	K14213
OG0001642	Durusdinium40570	K00700
OG0001813	Durusdinium25309	K00128
OG0007568	Durusdinium35931	K00485
OG0004388	Durusdinium21882	K26405
OG0004140	Durusdinium22860	K19329
OG0003384	Durusdinium22761	K23728
OG0000003	Durusdinium49481	K09259
OG0001472	Durusdinium40662	K14007
OG0000003	Durusdinium7987	K09255
OG0000529	Durusdinium36360	K08288
OG0000262	Durusdinium35122	K09502
OG0000864	Durusdinium33348	K04892
OG0001515	Durusdinium8627	K06002
OG0004609	Durusdinium28746	K17606
OG0000145	Durusdinium4818	K01076
OG0006993	Durusdinium31817	K03349
OG0002781	Durusdinium37515	K10590
OG0002734	Durusdinium19903	K03686
OG0002531	Durusdinium35357	K07393
OG0000145	Durusdinium48952	K01076
OG0005629	Durusdinium48937	K00464
OG0007264	Durusdinium41708	K00898
OG0000575	Durusdinium39041	K02350
OG0000513	Durusdinium6302	K08906
OG0001214	Durusdinium39512	K10380
OG0004442	Durusdinium16285	K12132
OG0000313	Durusdinium41379	K04079
OG0003282	Durusdinium29824	K09592
OG0004220	Durusdinium18461	K00993
OG0004043	Durusdinium13774	K22809
OG0002274	Durusdinium23507	K08582
OG0000028	Durusdinium40156	K23330
OG0003418	Durusdinium21777	K04445
OG0000063	Durusdinium37744	K00545
OG0000005	Durusdinium38816	K10396
OG0004637	Durusdinium29245	K20792
OG0001013	Durusdinium35491	K08848
OG0007504	Durusdinium33577	K08214
OG0003469	Durusdinium1101	K17268
OG0001015	Durusdinium4789	K01892
OG0007174	Durusdinium30030	K11600
OG0005080	Durusdinium18736	K10406
OG0004841	Durusdinium29282	K00993
OG0007359	Durusdinium30213	K10615
OG0000306	Durusdinium40805	K20093
OG0006578	Durusdinium51717	K09579
OG0004513	Durusdinium12693	K00357
OG0000141	Durusdinium29955	K25896
OG0000016	Durusdinium30713	K06180
OG0000843	Durusdinium19091	K16302
OG0000844	Durusdinium33932	K08848
OG0001225	Durusdinium35586	K10770
OG0001541	Durusdinium9881	K09578
OG0006253	Durusdinium25707	K00486
OG0000392	Durusdinium18260	K12410
OG0007120	Durusdinium49221	K16601
OG0001754	Durusdinium41673	K14456
OG0000131	Durusdinium29704	K13412
OG0004924	Durusdinium50443	K15425
OG0005729	Durusdinium18198	K00318
OG0000436	Durusdinium34512	K05643
OG0000060	Durusdinium29313	K24764
OG0006444	Durusdinium54852	K10595
OG0007430	Durusdinium39900	K11805
OG0004087	Durusdinium13007	K03772
OG0000705	Durusdinium38008	K12567
OG0000018	Durusdinium41683	K01802
OG0000213	Durusdinium33194	K25166
OG0006858	Durusdinium28535	K10380
OG0006386	Durusdinium29094	K01555
OG0000242	Durusdinium35338	K08852
OG0000212	Durusdinium37656	K00706
OG0007651	Durusdinium49105	K21440
OG0007412	Durusdinium40263	K01379
OG0003307	Durusdinium10237	K03265
OG0000014	Durusdinium26944	K06269
OG0004228	Durusdinium21333	K00059
OG0004351	Durusdinium36055	K04097
OG0006345	Durusdinium30608	K03978
OG0007225	Durusdinium36968	K07300
OG0005652	Durusdinium51552	K01599
OG0004445	Durusdinium32129	K17583
OG0005315	Durusdinium14305	K06252
OG0001840	Durusdinium13745	K23490
OG0004533	Durusdinium32732	K03362
OG0006943	Durusdinium37256	K11592
OG0000352	Durusdinium30141	K11426
OG0000139	Durusdinium37042	K00710
OG0004133	Durusdinium41834	K08323
OG0003459	Durusdinium30905	K11968
OG0001001	Durusdinium36734	K01974
OG0000127	Durusdinium366	K09259
OG0000029	Durusdinium34090	K04950
OG0004160	Durusdinium42743	K08679
OG0000226	Durusdinium17939	K01803
OG0007476	Durusdinium41884	K10355
OG0005161	Durusdinium34862	K01259
OG0000005	Durusdinium40519	K17914
OG0000499	Durusdinium27503	K09540
OG0000853	Durusdinium34312	K03260
OG0004808	Durusdinium55358	K13628
OG0000636	Durusdinium28042	K11977
OG0001265	Durusdinium10521	K03676
OG0001396	Durusdinium33345	K08844
OG0003848	Durusdinium19686	K03637
OG0001107	Durusdinium23409	K22943
OG0000380	Durusdinium32898	K14835
OG0001601	Durusdinium38219	K12857
OG0003440	Durusdinium8604	K24939
OG0001118	Durusdinium54521	K17680
OG0006333	Durusdinium1385	K00254
OG0007655	Durusdinium26156	K14445
OG0005199	Durusdinium34074	K00294
OG0003914	Durusdinium28810	K06258
OG0003526	Durusdinium32029	K11717
OG0004723	Durusdinium44209	K06221
OG0002833	Durusdinium1180	K06047
OG0001525	Durusdinium27502	K08857
OG0000468	Durusdinium54783	K00574
OG0006826	Durusdinium24206	K07735
OG0004994	Durusdinium17329	K05662
OG0000694	Durusdinium12271	K09553
OG0000359	Durusdinium11907	K10799
OG0002225	Durusdinium40313	K00873
OG0000217	Durusdinium40544	K24683
OG0001769	Durusdinium37666	K23025
OG0007122	Durusdinium17875	K20216
OG0003084	Durusdinium43505	K09496
OG0002226	Durusdinium12134	K01076
OG0004931	Durusdinium34434	K12589
OG0002433	Durusdinium17565	K14848
OG0001355	Durusdinium35851	K02183
OG0007577	Durusdinium1535	K25439
OG0000434	Durusdinium30008	K06269
OG0000019	Durusdinium37283	K14326
OG0000574	Durusdinium24670	K04955
OG0005865	Durusdinium24009	K24940
OG0000671	Durusdinium36530	K05012
OG0001523	Durusdinium46693	K15074
OG0002820	Durusdinium40220	K00147
OG0000700	Durusdinium1828	K03083
OG0007495	Durusdinium41987	K16538
OG0002114	Durusdinium28521	K02149
OG0000594	Durusdinium31280	K16914
OG0006456	Durusdinium36237	K14803
OG0000180	Durusdinium9993	K07374
OG0003060	Durusdinium28927	K01784
OG0003605	Durusdinium25862	K09255
OG0001281	Durusdinium34412	K13102
OG0000019	Durusdinium39261	K14326
OG0005014	Durusdinium9873	K05765
OG0001386	Durusdinium38509	K00814
OG0003003	Durusdinium17422	K01053
OG0006893	Durusdinium47621	K16675
OG0000099	Durusdinium43985	K04856
OG0000008	Durusdinium29756	K09510
OG0004828	Durusdinium50237	K03008
OG0000890	Durusdinium27593	K26544
OG0000248	Durusdinium6647	K07300
OG0001232	Durusdinium33952	K23802
OG0005923	Durusdinium29283	K03687
OG0000028	Durusdinium36857	K25808
OG0004415	Durusdinium36975	K03260
OG0001516	Durusdinium36750	K09667
OG0004480	Durusdinium34179	K13412
OG0002636	Durusdinium3184	K03320
OG0000038	Durusdinium9411	K24468
OG0007731	Durusdinium55670	K06130
OG0004312	Durusdinium11027	K15687
OG0007097	Durusdinium40133	K07376
OG0006474	Durusdinium47069	K22763
OG0000258	Durusdinium41229	K18561
OG0001607	Durusdinium16207	K17616
OG0001065	Durusdinium41288	K08582
OG0005207	Durusdinium1286	K20301
OG0004837	Durusdinium5741	K12398
OG0002469	Durusdinium52199	K14561
OG0005569	Durusdinium10236	K18764
OG0000140	Durusdinium40958	K09255
OG0001090	Durusdinium37481	K11494
OG0005874	Durusdinium9638	K07305
OG0001982	Durusdinium56141	K09518
OG0000255	Durusdinium15107	K08869
OG0000959	Durusdinium41639	K16726
OG0003027	Durusdinium37147	K10597
OG0000742	Durusdinium11880	K00688
OG0001318	Durusdinium31467	K19709
OG0002579	Durusdinium20277	K15202
OG0003991	Durusdinium37541	K27320
OG0000003	Durusdinium54114	K09259
OG0004164	Durusdinium49524	K00898
OG0000091	Durusdinium40139	K13420
OG0000852	Durusdinium34675	K04771
OG0002332	Durusdinium50715	K10601
OG0001358	Durusdinium34221	K15292
OG0007539	Durusdinium17734	K18584
OG0002117	Durusdinium14647	K07407
OG0001962	Durusdinium34546	K08151
OG0006190	Durusdinium16616	K06981
OG0003632	Durusdinium39026	K06180
OG0002730	Durusdinium20526	K02896
OG0004942	Durusdinium27412	K27108
OG0001835	Durusdinium36825	K01194
OG0000237	Durusdinium52582	K08811
OG0001156	Durusdinium51973	K01176
OG0003470	Durusdinium39970	K05643
OG0000033	Durusdinium28424	K10860
OG0000021	Durusdinium37575	K22763
OG0000066	Durusdinium25727	K17499
OG0000723	Durusdinium18179	K08287
OG0007112	Durusdinium49641	K03246
OG0000436	Durusdinium282	K05643
OG0000112	Durusdinium35369	K02183
OG0000014	Durusdinium8761	K06269
OG0000809	Durusdinium19993	K02917
OG0002492	Durusdinium25711	K16052
OG0005156	Durusdinium25102	K06180
OG0005492	Durusdinium34996	K01908
OG0004591	Durusdinium30435	K01647
OG0000653	Durusdinium38852	K11000
OG0000536	Durusdinium25375	K14755
OG0000033	Durusdinium37388	K10860
OG0003929	Durusdinium25029	K09553
OG0003456	Durusdinium29697	K04515
OG0002464	Durusdinium41731	K03437
OG0007215	Durusdinium20026	K19942
OG0005714	Durusdinium39205	K21440
OG0003473	Durusdinium36197	K00889
OG0006920	Durusdinium14069	K08368
OG0005130	Durusdinium44333	K00655
OG0002338	Durusdinium39841	K10406
OG0002647	Durusdinium15249	K00315
OG0002936	Durusdinium20242	K22769
OG0006442	Durusdinium35004	K21440
OG0001459	Durusdinium16951	K09560
OG0000610	Durusdinium24598	K12567
OG0001259	Durusdinium26280	K04892
OG0001785	Durusdinium5550	K25686
OG0006478	Durusdinium40353	K22132
OG0006823	Durusdinium25113	K10595
OG0005369	Durusdinium23236	K03327
OG0007608	Durusdinium8794	K09495
OG0000359	Durusdinium26215	K09255
OG0002389	Durusdinium28231	K01626
OG0000541	Durusdinium29303	K02183
OG0007113	Durusdinium36802	K00101
OG0005131	Durusdinium51902	K14652
OG0006640	Durusdinium47049	K20360
OG0001477	Durusdinium34732	K08900
OG0002406	Durusdinium25909	K14376
OG0000498	Durusdinium25152	K05011
OG0000314	Durusdinium26946	K12132
OG0001137	Durusdinium36927	K12442
OG0004214	Durusdinium41784	K14963
OG0007413	Durusdinium35982	K15026
OG0001315	Durusdinium38592	K12132
OG0005164	Durusdinium25554	K26544
OG0007190	Durusdinium36463	K05857
OG0000286	Durusdinium32670	K02953
OG0001771	Durusdinium11183	K00799
OG0000238	Durusdinium12768	K00600
OG0004276	Durusdinium18642	K11805
OG0002784	Durusdinium6852	K00503
OG0000606	Durusdinium54435	K12836
OG0001198	Durusdinium11187	K01081
OG0001431	Durusdinium8777	K05531
OG0003764	Durusdinium21721	K19619
OG0006957	Durusdinium35971	K01702
OG0006058	Durusdinium17846	K03782
OG0007512	Durusdinium25058	K03512
OG0005465	Durusdinium18408	K07951
OG0000797	Durusdinium26045	K06184
OG0006839	Durusdinium7788	K07376
OG0001197	Durusdinium22828	K11166
OG0002540	Durusdinium2650	K19329
OG0002342	Durusdinium9655	K09584
OG0000005	Durusdinium24247	K10392
OG0005803	Durusdinium24765	K14536
OG0000559	Durusdinium31740	K12445
OG0005075	Durusdinium44025	K20346
OG0000649	Durusdinium33646	K15102
OG0004862	Durusdinium25456	K15538
OG0007688	Durusdinium33055	K11481
OG0000754	Durusdinium11555	K06942
OG0004893	Durusdinium6900	K16482
OG0003568	Durusdinium40135	K01689
OG0002594	Durusdinium28870	K08292
OG0000319	Durusdinium4088	K03773
OG0003998	Durusdinium21791	K10455
OG0000366	Durusdinium43972	K01738
OG0001145	Durusdinium7650	K11254
OG0004649	Durusdinium36027	K14826
OG0001450	Durusdinium16653	K01527
OG0002923	Durusdinium27771	K22282
OG0002503	Durusdinium33812	K00472
OG0000304	Durusdinium22841	K08827
OG0003001	Durusdinium43338	K04885
OG0000063	Durusdinium35762	K00545
OG0001598	Durusdinium29788	K11160
OG0003548	Durusdinium16623	K07901
OG0000574	Durusdinium3100	K04739
OG0005734	Durusdinium17786	K08658
OG0000048	Durusdinium40034	K17341
OG0002369	Durusdinium16685	K23909
OG0000215	Durusdinium38757	K05657
OG0005196	Durusdinium34819	K25201
OG0003461	Durusdinium4439	K06676
OG0000283	Durusdinium23199	K00700
OG0002275	Durusdinium38862	K04958
OG0002093	Durusdinium16496	K17339
OG0000828	Durusdinium35272	K01180
OG0000311	Durusdinium30039	K23424
OG0000028	Durusdinium35653	K23330
OG0000653	Durusdinium39668	K11000
OG0002146	Durusdinium31324	K01783
OG0004327	Durusdinium22494	K10436
OG0001276	Durusdinium56449	K16465
OG0005639	Durusdinium4310	K15109
OG0005373	Durusdinium39273	K11592
OG0003722	Durusdinium8556	K25388
OG0002098	Durusdinium36070	K12824
OG0006903	Durusdinium20835	K00382
OG0000606	Durusdinium52650	K12836
OG0006976	Durusdinium36647	K09255
OG0000215	Durusdinium33914	K05662
OG0001477	Durusdinium9866	K08900
OG0005595	Durusdinium24440	K09838
OG0003404	Durusdinium19608	K20843
OG0000099	Durusdinium26643	K04854
OG0005016	Durusdinium40641	K02692
OG0003399	Durusdinium49424	K01644
OG0000039	Durusdinium46397	K02206
OG0000649	Durusdinium22585	K15102
OG0000613	Durusdinium1142	K01491
OG0001260	Durusdinium7554	K08735
OG0001286	Durusdinium32304	K14209
OG0001600	Durusdinium25754	K03243
OG0005390	Durusdinium34534	K14963
OG0007592	Durusdinium42483	K04565
OG0006372	Durusdinium37101	K00939
OG0006159	Durusdinium5300	K16911
OG0003889	Durusdinium15494	K00488
OG0000190	Durusdinium51790	K04459
OG0000430	Durusdinium18789	K07376
OG0000016	Durusdinium27927	K06180
OG0007027	Durusdinium11222	K16744
OG0001081	Durusdinium39559	K06694
OG0005818	Durusdinium11457	K08193
OG0000210	Durusdinium25342	K14297
OG0002740	Durusdinium29255	K10766
OG0000919	Durusdinium35821	K00545
OG0000302	Durusdinium30383	K02575
OG0001673	Durusdinium15970	K02691
OG0000125	Durusdinium41747	K22614
OG0003954	Durusdinium2985	K25450
OG0007251	Durusdinium11258	K13448
OG0000021	Durusdinium55387	K22763
OG0000008	Durusdinium51666	K03686
OG0002955	Durusdinium29510	K12850
OG0001772	Durusdinium17006	K16576
OG0002114	Durusdinium12248	K02149
OG0005150	Durusdinium28104	K10251
OG0005623	Durusdinium38471	K02040
OG0000148	Durusdinium43770	K01382
OG0002695	Durusdinium15821	K00079
OG0000371	Durusdinium27547	K09485
OG0000025	Durusdinium8981	K07937
OG0001866	Durusdinium36418	K07056
OG0002985	Durusdinium10430	K06978
OG0004115	Durusdinium32509	K25896
OG0005558	Durusdinium40314	K21862
OG0007165	Durusdinium8748	K23500
OG0002412	Durusdinium35977	K01599
OG0005076	Durusdinium46189	K18649
OG0002807	Durusdinium25936	K15258
OG0005034	Durusdinium19445	K13412
OG0000211	Durusdinium38903	K03686
OG0000608	Durusdinium41271	K03798
OG0000774	Durusdinium20038	K15692
OG0000886	Durusdinium17300	K04905
OG0006239	Durusdinium33336	K13342
OG0005485	Durusdinium33394	K01784
OG0002453	Durusdinium33237	K07915
OG0001606	Durusdinium27096	K03327
OG0001360	Durusdinium35231	K00232
OG0005116	Durusdinium35057	K05592
OG0000066	Durusdinium36921	K17499
OG0000912	Durusdinium13167	K12132
OG0000550	Durusdinium25317	K25230
OG0001832	Durusdinium7597	K14997
OG0001245	Durusdinium6763	K19480
OG0000401	Durusdinium23662	K11437
OG0003231	Durusdinium10562	K20301
OG0001221	Durusdinium31590	K12421
OG0006070	Durusdinium39481	K05349
OG0000080	Durusdinium20402	K14379
OG0003847	Durusdinium33424	K05673
OG0001839	Durusdinium10067	K00558
OG0007657	Durusdinium18814	K23562
OG0006871	Durusdinium30227	K04996
OG0003569	Durusdinium54402	K17508
OG0005094	Durusdinium2719	K08869
OG0005568	Durusdinium39134	K13366
OG0000078	Durusdinium37294	K01310
OG0000003	Durusdinium40817	K09255
OG0003575	Durusdinium3964	K17545
OG0001568	Durusdinium17640	K01148
OG0001611	Durusdinium22046	K19269
OG0007671	Durusdinium52597	K04892
OG0000252	Durusdinium37960	K18059
OG0006457	Durusdinium49884	K14407
OG0000086	Durusdinium11690	K10356
OG0006473	Durusdinium17657	K14856
OG0000294	Durusdinium30174	K17508
OG0000097	Durusdinium48027	K10689
OG0000835	Durusdinium36917	K07376
OG0003751	Durusdinium54870	K07555
OG0006038	Durusdinium31117	K08292
OG0002501	Durusdinium16823	K06997
OG0000177	Durusdinium5339	K10808
OG0001994	Durusdinium35735	K10848
OG0001890	Durusdinium23977	K08193
OG0007638	Durusdinium20312	K00777
OG0000112	Durusdinium9949	K02183
OG0000003	Durusdinium41136	K09255
OG0000506	Durusdinium55440	K11098
OG0004205	Durusdinium34572	K07466
OG0004534	Durusdinium14542	K05869
OG0003585	Durusdinium38120	K14724
OG0000183	Durusdinium32366	K07376
OG0006362	Durusdinium20109	K18384
OG0003733	Durusdinium19984	K07126
OG0001813	Durusdinium40303	K16462
OG0006042	Durusdinium18755	K03438
OG0000175	Durusdinium44452	K07889
OG0003187	Durusdinium47119	K14963
OG0000090	Durusdinium37112	K13291
OG0002737	Durusdinium37918	K04564
OG0004390	Durusdinium42175	K06999
OG0000510	Durusdinium28068	K24512
OG0000169	Durusdinium41521	K12132
OG0006796	Durusdinium38913	K24070
OG0000472	Durusdinium17886	K10669
OG0007368	Durusdinium52711	K04638
OG0003204	Durusdinium22532	K09553
OG0000011	Durusdinium20887	K08857
OG0000836	Durusdinium37790	K01760
OG0001240	Durusdinium28101	K14165
OG0001452	Durusdinium5420	K09255
OG0002575	Durusdinium23935	K03841
OG0002528	Durusdinium40209	K04857
OG0000003	Durusdinium41117	K09255
OG0005138	Durusdinium22564	K21989
OG0006241	Durusdinium35132	K13293
OG0000971	Durusdinium26509	K11163
OG0002689	Durusdinium46034	K10569
OG0004089	Durusdinium10872	K10027
OG0003679	Durusdinium17958	K03522
OG0007408	Durusdinium33093	K00471
OG0003409	Durusdinium41584	K15296
OG0000166	Durusdinium30924	K04567
OG0002352	Durusdinium4214	K05516
OG0001479	Durusdinium37392	K14079
OG0001673	Durusdinium37459	K02691
OG0002679	Durusdinium23415	K09255
OG0000469	Durusdinium28302	K18849
OG0001462	Durusdinium25108	K02974
OG0000172	Durusdinium20396	K15656
OG0006524	Durusdinium26861	K20032
OG0001724	Durusdinium28201	K01074
OG0002873	Durusdinium27237	K03849
OG0000395	Durusdinium41529	K21358
OG0006270	Durusdinium17863	K03107
OG0000126	Durusdinium2431	K04043
OG0002534	Durusdinium49899	K00140
OG0000362	Durusdinium37331	K04950
OG0001037	Durusdinium38299	K08269
OG0002732	Durusdinium26567	K11982
OG0001481	Durusdinium43424	K06990
OG0007307	Durusdinium49304	K01619
OG0000003	Durusdinium41400	K09255
OG0001506	Durusdinium36772	K23025
OG0000653	Durusdinium39202	K11000
OG0003350	Durusdinium54509	K24205
OG0001977	Durusdinium49456	K04078
OG0007553	Durusdinium25684	K03362
OG0002819	Durusdinium22242	K05841
OG0000640	Durusdinium28553	K05677
OG0004945	Durusdinium34828	K03321
OG0003420	Durusdinium26632	K08794
OG0000049	Durusdinium36215	K09503
OG0006594	Durusdinium33920	K14717
OG0005882	Durusdinium39048	K05841
OG0000254	Durusdinium55434	K10408
OG0001322	Durusdinium51968	K13126
OG0005725	Durusdinium32120	K02870
OG0002412	Durusdinium29545	K01599
OG0006532	Durusdinium27378	K14617
OG0002596	Durusdinium25669	K15016
OG0006584	Durusdinium32069	K23994
OG0000438	Durusdinium3769	K04459
OG0001912	Durusdinium20148	K12440
OG0002312	Durusdinium39086	K04857
OG0002306	Durusdinium51556	K15503
OG0001132	Durusdinium27739	K16914
OG0002985	Durusdinium36791	K06978
OG0000094	Durusdinium15035	K12852
OG0000086	Durusdinium39544	K17751
OG0002982	Durusdinium26277	K08369
OG0004995	Durusdinium29575	K00006
OG0002174	Durusdinium20471	K14641
OG0004763	Durusdinium46283	K22075
OG0000002	Durusdinium39012	K06180
OG0000374	Durusdinium35650	K01715
OG0000943	Durusdinium8734	K03932
OG0000534	Durusdinium23559	K03453
OG0000356	Durusdinium41163	K04981
OG0000004	Durusdinium8974	K13412
OG0000470	Durusdinium43991	K08866
OG0000359	Durusdinium39002	K09255
OG0001208	Durusdinium55694	K01507
OG0001492	Durusdinium21914	K01076
OG0005062	Durusdinium13527	K16462
OG0002409	Durusdinium13091	K09494
OG0000380	Durusdinium19546	K14835
OG0000006	Durusdinium9158	K12442
OG0000279	Durusdinium7931	K11407
OG0007300	Durusdinium31144	K12831
OG0002158	Durusdinium30246	K16914
OG0006653	Durusdinium21003	K25395
OG0000288	Durusdinium12847	K14724
OG0000734	Durusdinium28699	K01176
OG0000592	Durusdinium18267	K03327
OG0001606	Durusdinium27955	K03327
OG0001577	Durusdinium9111	K09578
OG0001082	Durusdinium31704	K13989
OG0007409	Durusdinium32000	K02202
OG0005450	Durusdinium24088	K01809
OG0000513	Durusdinium53386	K08906
OG0000229	Durusdinium9166	K02641
OG0003801	Durusdinium49542	K00831
OG0001101	Durusdinium2136	K00852
OG0004196	Durusdinium23647	K24166
OG0002720	Durusdinium27090	K23029
OG0000089	Durusdinium39515	K10408
OG0002780	Durusdinium30296	K11592
OG0000178	Durusdinium34309	K02984
OG0007421	Durusdinium40095	K16639
OG0000183	Durusdinium49124	K07376
OG0000794	Durusdinium37674	K10585
OG0004021	Durusdinium25146	K15382
OG0003047	Durusdinium16423	K13717
OG0000625	Durusdinium35344	K24835
OG0007685	Durusdinium7412	K10088
OG0002289	Durusdinium31459	K01785
OG0001173	Durusdinium3021	K15045
OG0003156	Durusdinium54824	K04849
OG0003080	Durusdinium26063	K02528
OG0007445	Durusdinium14701	K15287
OG0000337	Durusdinium9696	K02918
OG0003633	Durusdinium36411	K22913
OG0004382	Durusdinium34952	K22868
OG0000036	Durusdinium33247	K00924
OG0000482	Durusdinium29514	K11804
OG0006403	Durusdinium34795	K01784
OG0005129	Durusdinium40205	K16465
OG0000243	Durusdinium20133	K00472
OG0000006	Durusdinium56295	K12440
OG0003318	Durusdinium30953	K23012
OG0003002	Durusdinium14340	K00953
OG0000766	Durusdinium43060	K07877
OG0001818	Durusdinium6134	K03292
OG0003353	Durusdinium38651	K02115
OG0003078	Durusdinium48909	K07198
OG0000940	Durusdinium17227	K08869
OG0001266	Durusdinium32948	K00604
