OG0005813	K06630
OG0000371	K09502
OG0006986	K09568
OG0002501	K24996
OG0005794	K20224
OG0001548	K01230
OG0009052	K20362
OG0005039	K14963
OG0005979	K20877
OG0000527	K04460
OG0004822	K19755
OG0005721	K12611
OG0000074	K00545
OG0000673	K15865
OG0007209	K02926
OG0003813	K12640
OG0003463	K12440
OG0003970	K16075
OG0004343	K00281
OG0009703	K11855
OG0008833	K26544
OG0005516	K18213
OG0002685	K23490
OG0008324	K14994
OG0009621	K08585
OG0004123	K16745
OG0000800	K25656
OG0005055	K06173
OG0009302	K19306
OG0009025	K03929
OG0002313	K04515
OG0000167	K02874
OG0003948	K19787
OG0007451	K13985
OG0001873	K02921
OG0000020	K04950
OG0008575	K04955
OG0000658	K07304
OG0000858	K19360
OG0006266	K14407
OG0003632	K23354
OG0008528	K03438
OG0000467	K02184
OG0000505	K05011
OG0007281	K12968
OG0000399	K10477
OG0001139	K16675
OG0009515	K06917
OG0006697	K12304
OG0009333	K01874
OG0001644	K12403
OG0000274	K10355
OG0005478	K06180
OG0000336	K12166
OG0004908	K05389
OG0001299	K02691
OG0000245	K16602
OG0007123	K15014
OG0003336	K08769
OG0006821	K08869
OG0008860	K03177
OG0000048	K13755
OG0001883	K03146
OG0003183	K00898
OG0004743	K25533
OG0000376	K10380
OG0004758	K01802
OG0004062	K00750
OG0005325	K07241
OG0006386	K06252
OG0002355	K16914
OG0007968	K15292
OG0005367	K03031
OG0000838	K09838
OG0003366	K01414
OG0000028	K17914
OG0006989	K07300
OG0004005	K17535
OG0001413	K00831
OG0002996	K23555
OG0004035	K20028
OG0004764	K14079
OG0001906	K03364
OG0002951	K25615
OG0007076	K07968
OG0006185	K04461
OG0007703	K09773
OG0000636	K14938
OG0005302	K02330
OG0000662	K07874
OG0005043	K18055
OG0008915	K20318
OG0002403	K01555
OG0008707	K00486
OG0008075	K00788
OG0000469	K18709
OG0000243	K15664
OG0005180	K17710
OG0001684	K06694
OG0004581	K01792
OG0000337	K10534
OG0007680	K07198
OG0001211	K01076
OG0007053	K17710
OG0000019	K01367
OG0008456	K04445
OG0009949	K07512
OG0002208	K01408
OG0006713	K04886
OG0003124	K16602
OG0001122	K01652
OG0005507	K00411
OG0008247	K15986
OG0001376	K10755
OG0001281	K05175
OG0003980	K21989
OG0002468	K07517
OG0000138	K00088
OG0006706	K00993
OG0003314	K00215
OG0010135	K01772
OG0003126	K10418
OG0009842	K16726
OG0008309	K21866
OG0002689	K03217
OG0008171	K03515
OG0004945	K19603
OG0004824	K17279
OG0001359	K05531
OG0002892	K20305
OG0005410	K23966
OG0004389	K15190
OG0004638	K03256
OG0005621	K14808
OG0009573	K13886
OG0008943	K01714
OG0008545	K14379
OG0009799	K07512
OG0008203	K11068
OG0006913	K12193
OG0010131	K10799
OG0003562	K14487
OG0007305	K15637
OG0002564	K18059
OG0007114	K10592
OG0005699	K24175
OG0000983	K04875
OG0007411	K23257
OG0001906	K03363
OG0001982	K02541
OG0004831	K10300
OG0002424	K13126
OG0002878	K04515
OG0008149	K22262
OG0002962	K07198
OG0004426	K01488
OG0000221	K06184
OG0009523	K14713
OG0000818	K21434
OG0001725	K01276
OG0003902	K24722
OG0001683	K09458
OG0000809	K03453
OG0002928	K10408
OG0000720	K21440
OG0002231	K19870
OG0009714	K00327
OG0002565	K03470
OG0000033	K04886
OG0009704	K05925
OG0002028	K04854
OG0001662	K03686
OG0009671	K13696
OG0009617	K10598
OG0009684	K24838
OG0000966	K02100
OG0003443	K27588
OG0004113	K01517
OG0000826	K17943
OG0010128	K15363
OG0009832	K16865
OG0009727	K21867
OG0009373	K21398
OG0000340	K04954
OG0003397	K00020
OG0000770	K10799
OG0002212	K05931
OG0006753	K12880
OG0004383	K00059
OG0002188	K09569
OG0000194	K15889
OG0006460	K09592
OG0002417	K23541
OG0000985	K02929
OG0007172	K08070
OG0007331	K24228
OG0009969	K25395
OG0002828	K14944
OG0006437	K15198
OG0004610	K10683
OG0007028	K13127
OG0006813	K15111
OG0005730	K17943
OG0000798	K20028
OG0003319	K09571
OG0000150	K12168
OG0005716	K20715
OG0000684	K00710
OG0010009	K10408
OG0005447	K05019
OG0004239	K23257
OG0007407	K12132
OG0008864	K00134
OG0003393	K01915
OG0001492	K08832
OG0000940	K10380
OG0002734	K02943
OG0000262	K04426
OG0000179	K13679
OG0008353	K14788
OG0007720	K12132
OG0008231	K11438
OG0007912	K01802
OG0002373	K03362
OG0007691	K00999
OG0007956	K01373
OG0006635	K23452
OG0001244	K24195
OG0005476	K21805
OG0008543	K22857
OG0000510	K01507
OG0006210	K00621
OG0006520	K03307
OG0002785	K13412
OG0010015	K07901
OG0001289	K17943
OG0000712	K05667
OG0002588	K11279
OG0005790	K00645
OG0007229	K08069
OG0006825	K22763
OG0002774	K00605
OG0010143	K22370
OG0002235	K22754
OG0005834	K12440
OG0002755	K15986
OG0000340	K04905
OG0007066	K05539
OG0003693	K06942
OG0001931	K12492
OG0001064	K18561
OG0002117	K19998
OG0004685	K13094
OG0000393	K15259
OG0005613	K06639
OG0008503	K02518
OG0002682	K22848
OG0006069	K21850
OG0000615	K18639
OG0003796	K10144
OG0006160	K01259
OG0002889	K19199
OG0000812	K07466
OG0000055	K08582
OG0000850	K03006
OG0000050	K04843
OG0009716	K04421
OG0008028	K09577
OG0010050	K00485
OG0007826	K10878
OG0004264	K14544
OG0005412	K14411
OG0007947	K00033
OG0005286	K09584
OG0007267	K12460
OG0005294	K03430
OG0005120	K05592
OG0002985	K00130
OG0003826	K13183
OG0005685	K14165
OG0000047	K10359
OG0008187	K01802
OG0000174	K08245
OG0009400	K02927
OG0006790	K00993
OG0002758	K13412
OG0001155	K15046
OG0000022	K12815
OG0003139	K20872
OG0008472	K13298
OG0008229	K08790
OG0007983	K00434
OG0000032	K15498
OG0000664	K12850
OG0006888	K22684
OG0001368	K19709
OG0001101	K19760
OG0000311	K22684
OG0004964	K03115
OG0008887	K02975
OG0009199	K13412
OG0000508	K07514
OG0000467	K04512
OG0009527	K06178
OG0010104	K12661
OG0009554	K11654
OG0005248	K08827
OG0000028	K24185
OG0004737	K12132
OG0001077	K07953
OG0003356	K10394
OG0000718	K13667
OG0008193	K20031
OG0001394	K24182
OG0001393	K03686
OG0009073	K05673
OG0002392	K19953
OG0009030	K08737
OG0000061	K16726
OG0005271	K16639
OG0001171	K12323
OG0000345	K15502
OG0009147	K01598
OG0000334	K11296
OG0009854	K24826
OG0000070	K00026
OG0009796	K13412
OG0004719	K00847
OG0006494	K10735
OG0005416	K13696
OG0002018	K02523
OG0003244	K00558
OG0000470	K09454
OG0001509	K10860
OG0005561	K16726
OG0005440	K15665
OG0001141	K14427
OG0001749	K03404
OG0002937	K25186
OG0000297	K02987
OG0000720	K08848
OG0003971	K16608
OG0003926	K01079
OG0005701	K01069
OG0009967	K02427
OG0007228	K00799
OG0001723	K13071
OG0003612	K15119
OG0007597	K13342
OG0000412	K02690
OG0008576	K11426
OG0008069	K03686
OG0005423	K11407
OG0003040	K21436
OG0000681	K03386
OG0000181	K05681
OG0008374	K02991
OG0001099	K00856
OG0009512	K00992
OG0000108	K10260
OG0001337	K00224
OG0008998	K15276
OG0000100	K15191
OG0009145	K16578
OG0005336	K08150
OG0005449	K04079
OG0001224	K03233
OG0001088	K06413
OG0006592	K21768
OG0006113	K23960
OG0008304	K01208
OG0002141	K12876
OG0008826	K08805
OG0008233	K09592
OG0005011	K03362
OG0007235	K06694
OG0000434	K04515
OG0000362	K04950
OG0008652	K00558
OG0004530	K12483
OG0004876	K01076
OG0006350	K00545
OG0006110	K02331
OG0001932	K23048
OG0001628	K06070
OG0010003	K23741
OG0007203	K03248
OG0000552	K05389
OG0000022	K18995
OG0003334	K14396
OG0002977	K14963
OG0006213	K02206
OG0002988	K15103
OG0000314	K03868
OG0010070	K15085
OG0006028	K08150
OG0001796	K12132
OG0000361	K17725
OG0003406	K11662
OG0003949	K21064
OG0003953	K00274
OG0007416	K11426
OG0000856	K00002
OG0002262	K12132
OG0009942	K03539
OG0008566	K14457
OG0005407	K19525
OG0003682	K25808
OG0002775	K21989
OG0003745	K06130
OG0007645	K10380
OG0000461	K11417
OG0005994	K12405
OG0002200	K26730
OG0001048	K10523
OG0003114	K13210
OG0004386	K14944
OG0007592	K12035
OG0000960	K01689
OG0008687	K25587
OG0005253	K17839
OG0002587	K12373
OG0001858	K23490
OG0000149	K10615
OG0008047	K13126
OG0001986	K25395
OG0001170	K16465
OG0003624	K11978
OG0000866	K09255
OG0004272	K00472
OG0000128	K10841
OG0009276	K01881
OG0010095	K04851
OG0002161	K08994
OG0005587	K03358
OG0002979	K17278
OG0009115	K00077
OG0002423	K10799
OG0005884	K05841
OG0005200	K00002
OG0005075	K22387
OG0000040	K04730
OG0004681	K25201
OG0009397	K01067
OG0008347	K01179
OG0000813	K10393
OG0000633	K22133
OG0008119	K14963
OG0009519	K15335
OG0007924	K05869
OG0004009	K25824
OG0003425	K12132
OG0005651	K26954
OG0000953	K13293
OG0006575	K11972
OG0005124	K10277
OG0006554	K22207
OG0002490	K01008
OG0007508	K08582
OG0000846	K09255
OG0002966	K01495
OG0007631	K03686
OG0003119	K19788
OG0001362	K08863
OG0005506	K04905
OG0002413	K02871
OG0006614	K18729
OG0001010	K08582
OG0005499	K13412
OG0000043	K06179
OG0003815	K06969
OG0008466	K04739
OG0003403	K09516
OG0005159	K02088
OG0003284	K06891
OG0006926	K00967
OG0001978	K21436
OG0006418	K17278
OG0004396	K24764
OG0008656	K05605
OG0003386	K02692
OG0006465	K03686
OG0005212	K23344
OG0001946	K04688
OG0001149	K08869
OG0003130	K18932
OG0000811	K01214
OG0004028	K17614
OG0006220	K10601
OG0010046	K00451
OG0001322	K00134
OG0008628	K19755
OG0009672	K00655
OG0009288	K22753
OG0008587	K18561
OG0005388	K23518
OG0006420	K00645
OG0007456	K00486
OG0002439	K11583
OG0009938	K15261
OG0000121	K01323
OG0000557	K02936
OG0009456	K14944
OG0001420	K08900
OG0009050	K25656
OG0006618	K12823
OG0001757	K24976
OG0008611	K13292
OG0000443	K02112
OG0009769	K09592
OG0001661	K09013
OG0002032	K01940
OG0007223	K15538
OG0001371	K13291
OG0004453	K14557
OG0001585	K08907
OG0009432	K16066
OG0003786	K13864
OG0007731	K14832
OG0009735	K03107
OG0006300	K03260
OG0002845	K19600
OG0002188	K03772
OG0008694	K08794
OG0000315	K03768
OG0003028	K22381
OG0005398	K18055
OG0008719	K14962
OG0000669	K11584
OG0006260	K26544
OG0009218	K01934
OG0001368	K01027
OG0000348	K02218
OG0003850	K10615
OG0005515	K20360
OG0006569	K17681
OG0001346	K06147
OG0007874	K25547
OG0001881	K13412
OG0005401	K11323
OG0002136	K06957
OG0002453	K01414
OG0007310	K11438
OG0002669	K02528
OG0007497	K19671
OG0008675	K24155
OG0004151	K11744
OG0008949	K01885
OG0001992	K00726
OG0000683	K04564
OG0005786	K06129
OG0009183	K03845
OG0008430	K10758
OG0005675	K14724
OG0004038	K16601
OG0002485	K03108
OG0009851	K01692
OG0003976	K18819
OG0000243	K13611
OG0005040	K02906
OG0005007	K03272
OG0002410	K23009
OG0000253	K04908
OG0005581	K08654
OG0000155	K09571
OG0000520	K09580
OG0001363	K16865
OG0002638	K07874
OG0007775	K14709
OG0008585	K08658
OG0001478	K05667
OG0005306	K14816
OG0006648	K10394
OG0004314	K14004
OG0004563	K00972
OG0010118	K19947
OG0005630	K13647
OG0009413	K14324
OG0003151	K02886
OG0002021	K11843
OG0001227	K07404
OG0003800	K14407
OG0007074	K17623
OG0000914	K03932
OG0008491	K05592
OG0000149	K19607
OG0000535	K16462
OG0006033	K22372
OG0004899	K03105
OG0000998	K12132
OG0009361	K10587
OG0010073	K05389
OG0004900	K14292
OG0005474	K00387
OG0002554	K08582
OG0000040	K00924
OG0010049	K03008
OG0009319	K03437
OG0008917	K01188
OG0008404	K14674
OG0005756	K20347
OG0001677	K09517
OG0003579	K01210
OG0004728	K14537
OG0004293	K04794
OG0009659	K03076
OG0001327	K12892
OG0009565	K00645
OG0007159	K04986
OG0001365	K06944
OG0007464	K00067
OG0001582	K12442
OG0006396	K25230
OG0009284	K04460
OG0009089	K00072
OG0003973	K20777
OG0000848	K15083
OG0002737	K12421
OG0001060	K13100
OG0004282	K03549
OG0009475	K09580
OG0000923	K01130
OG0003622	K04841
OG0003991	K10457
OG0006413	K00059
OG0001502	K09255
OG0005113	K14018
OG0002926	K11481
OG0002160	K04739
OG0006001	K03687
OG0000404	K04833
OG0003123	K12132
OG0003661	K25549
OG0009146	K12608
OG0005487	K14458
OG0000165	K06002
OG0000429	K16675
OG0001317	K15920
OG0004033	K00111
OG0004515	K18764
OG0003066	K15503
OG0004248	K20003
OG0006308	K04771
OG0003152	K09259
OG0010088	K00658
OG0006219	K14016
OG0002015	K00060
OG0006834	K04518
OG0008621	K04905
OG0006865	K04771
OG0000127	K04739
OG0009879	K23882
OG0004255	K12275
OG0006092	K05542
OG0004292	K03118
OG0002244	K20223
OG0005784	K01365
OG0002086	K07300
OG0007594	K14457
OG0002589	K00777
OG0008278	K01647
OG0007765	K18584
OG0000892	K00469
OG0007576	K11127
OG0001645	K03313
OG0005585	K03500
OG0009848	K18055
OG0003862	K06013
OG0009497	K01682
OG0001705	K14553
OG0006060	K13238
OG0006115	K18595
OG0009142	K10420
OG0000067	K04345
OG0008540	K13280
OG0001173	K12524
OG0000072	K14379
OG0010008	K14155
OG0001118	K02977
OG0009910	K07893
OG0000191	K01751
OG0007154	K06978
OG0007078	K23994
OG0008340	K16296
OG0009882	K07250
OG0003389	K25401
OG0000725	K02689
OG0004773	K01092
OG0001036	K01535
OG0007352	K08826
OG0002658	K03083
OG0006782	K14778
OG0007199	K09553
OG0005399	K15377
OG0001163	K04904
OG0000918	K05236
OG0002834	K12624
OG0008903	K03691
OG0009996	K17103
OG0010078	K08790
OG0004163	K13696
OG0000711	K08287
OG0009285	K21766
OG0001290	K09884
OG0008343	K01770
OG0002955	K20216
OG0004391	K01256
OG0002579	K10858
OG0004507	K00895
OG0008712	K20196
OG0008137	K10632
OG0003317	K00710
OG0001337	K18980
OG0006314	K10632
OG0004984	K10365
OG0001861	K03243
OG0002162	K06669
OG0004502	K17817
OG0008217	K00557
OG0004977	K01276
OG0007726	K02551
OG0009946	K00921
OG0000215	K01539
OG0007842	K10380
OG0001142	K13412
OG0001388	K09493
OG0004079	K02945
OG0005094	K08776
OG0000292	K11857
OG0006696	K00218
OG0008584	K20176
OG0006301	K03850
OG0000460	K07874
OG0002939	K00699
OG0003946	K04780
OG0004414	K00545
OG0005418	K01358
OG0006011	K20028
OG0000287	K01953
OG0008521	K00799
OG0008861	K27538
OG0001693	K00699
OG0000485	K02915
OG0007309	K17616
OG0002025	K14338
OG0003492	K00472
OG0001255	K08794
OG0003806	K00928
OG0003219	K14406
OG0003002	K01569
OG0000677	K00914
OG0000649	K00710
OG0000125	K11837
OG0010175	K10523
OG0001108	K11977
OG0004227	K20606
OG0001826	K03178
OG0001732	K12132
OG0004336	K09553
OG0002069	K21918
OG0007200	K01799
OG0003006	K19612
OG0006978	K00648
OG0005570	K04771
OG0001518	K03686
OG0001468	K00784
OG0002255	K04841
OG0009876	K10277
OG0005032	K10442
OG0001798	K01377
OG0000466	K00434
OG0009927	K13177
OG0008755	K25166
OG0007736	K22763
OG0007327	K03929
OG0008815	K17616
OG0007919	K14570
OG0003789	K03083
OG0007512	K12492
OG0007342	K04771
OG0002139	K10523
OG0005023	K19584
OG0002802	K15277
OG0005338	K12592
OG0004463	K03417
OG0003923	K01756
OG0004026	K14944
OG0000041	K09503
OG0002592	K00565
OG0000956	K12603
OG0002206	K04936
OG0005345	K09502
OG0003410	K01487
OG0007901	K12493
OG0009496	K24139
OG0008214	K03455
OG0010004	K14848
OG0000392	K12166
OG0003852	K17893
OG0003136	K04078
OG0008809	K17496
OG0007958	K00106
OG0001667	K04460
OG0005578	K09255
OG0005765	K01142
OG0000911	K02865
OG0000765	K04955
OG0006141	K09571
OG0003263	K12348
OG0009763	K12132
OG0004993	K08070
OG0000516	K17285
OG0008364	K04885
OG0000576	K11437
OG0009574	K10577
OG0003189	K18643
OG0000163	K12117
OG0009431	K15789
OG0004736	K01223
OG0006109	K25166
OG0008858	K23499
OG0002207	K09255
OG0000262	K04365
OG0009465	K12193
OG0008691	K01514
OG0008027	K12837
OG0000758	K15046
OG0008619	K17570
OG0008417	K04908
OG0009670	K07893
OG0000645	K00434
OG0000403	K07434
OG0000146	K20175
OG0002170	K03438
OG0000831	K02087
OG0002870	K10407
OG0005914	K08857
OG0004419	K10397
OG0005335	K19225
OG0001835	K17759
OG0005497	K02895
OG0008481	K14209
OG0000048	K13761
OG0006965	K00545
OG0000025	K18422
OG0001939	K08869
OG0003134	K04853
OG0004770	K09539
OG0007613	K25829
OG0007648	K13118
OG0001326	K08864
OG0001066	K14379
OG0003010	K02303
OG0008131	K01091
OG0001544	K01358
OG0000768	K16290
OG0004209	K14944
OG0005679	K06180
OG0006198	K10420
OG0000561	K19603
OG0001221	K08794
OG0000020	K04908
OG0005683	K20032
OG0000115	K05592
OG0005097	K17286
OG0009312	K09528
OG0000700	K07376
OG0001355	K03977
OG0006960	K08272
OG0008678	K22763
OG0008048	K03438
OG0000261	K17710
OG0001213	K25378
OG0004162	K20300
OG0000666	K08796
OG0008029	K12162
OG0007686	K13207
OG0005419	K12132
OG0006501	K09255
OG0008871	K16726
OG0005946	K12735
OG0004947	K09560
OG0005327	K03424
OG0009049	K09580
OG0007828	K25767
OG0007752	K06949
OG0001653	K09500
OG0007581	K17804
OG0002886	K09536
OG0006767	K18798
OG0009179	K22074
OG0001594	K17080
OG0004615	K24635
OG0005428	K12042
OG0007857	K07755
OG0001382	K10770
OG0008803	K09122
OG0000372	K06002
OG0004593	K02965
OG0003381	K13412
OG0002860	K00901
OG0003413	K26544
OG0006227	K18406
OG0002217	K10839
OG0000047	K10356
OG0008865	K13121
OG0006291	K06972
OG0005773	K22066
OG0006901	K09597
OG0001782	K05531
OG0006658	K09166
OG0008607	K00232
OG0007121	K19041
OG0003666	K08832
OG0006750	K00059
OG0005521	K18442
OG0001395	K10799
OG0005750	K17943
OG0005603	K04043
OG0009348	K13720
OG0000477	K02976
OG0007791	K10450
OG0004712	K23424
OG0003937	K13126
OG0005321	K14682
OG0006368	K12873
OG0000786	K02930
OG0005922	K15734
OG0003124	K16601
OG0009849	K05516
OG0008734	K00799
OG0000750	K02087
OG0007285	K01113
OG0008737	K03510
OG0004762	K15192
OG0005590	K19760
OG0008748	K22809
OG0006929	K19787
OG0003272	K05349
OG0003744	K08869
OG0001877	K13444
OG0002418	K11855
OG0000747	K08568
OG0001013	K08738
OG0004203	K13412
OG0006482	K22857
OG0003464	K05656
OG0000591	K20279
OG0000728	K00734
OG0008968	K01090
OG0000093	K07376
OG0010059	K24764
OG0005029	K15630
OG0007867	K03979
OG0008838	K12132
OG0004562	K02878
OG0004015	K08796
OG0000608	K13806
OG0002944	K02206
OG0000022	K03579
OG0004794	K19612
OG0009379	K07436
OG0004980	K05309
OG0001371	K14079
OG0002645	K19589
OG0006316	K22647
OG0004139	K04515
OG0000094	K00600
OG0001701	K22763
OG0002241	K04799
OG0003234	K23048
OG0007657	K13412
OG0006352	K25166
OG0007692	K10594
OG0005455	K10582
OG0008419	K15304
OG0006224	K22733
OG0004579	K24175
OG0003408	K01142
OG0001058	K00942
OG0007083	K12132
OG0002853	K19674
OG0004499	K16601
OG0005747	K13239
OG0006453	K17262
OG0001279	K08866
OG0003485	K11323
OG0003857	K10716
OG0002469	K04482
OG0009558	K15450
OG0002743	K16781
OG0002561	K12619
OG0003866	K08189
OG0006840	K00814
OG0003515	K05275
OG0000005	K12132
OG0001071	K20989
OG0000444	K07304
OG0000772	K20176
OG0006122	K12622
OG0003139	K08857
OG0004578	K13696
OG0006714	K13830
OG0000905	K06180
OG0010155	K16744
OG0000426	K17710
OG0000732	K17609
OG0002676	K03853
OG0004015	K07198
OG0000288	K14803
OG0003538	K01661
OG0009088	K19750
OG0003238	K11610
OG0002521	K10415
OG0001570	K20103
OG0001067	K08798
OG0001867	K10252
OG0000231	K04648
OG0000612	K02993
OG0001921	K10685
OG0007242	K12871
OG0004732	K12189
OG0000882	K12854
OG0003525	K00831
OG0003995	K14297
OG0002203	K14165
OG0007667	K08493
OG0000014	K25900
OG0006454	K08176
OG0008729	K06180
OG0005667	K10908
OG0004635	K11424
OG0002994	K17508
OG0009965	K21866
OG0000113	K08884
OG0008558	K10277
OG0004018	K05765
OG0004962	K25861
OG0000479	K00958
OG0004329	K10570
OG0003433	K05283
OG0001190	K03686
OG0000100	K10860
OG0003634	K12501
OG0009610	K22684
OG0001496	K14754
OG0001551	K04638
OG0000518	K05592
OG0006152	K18055
OG0000417	K04371
OG0001785	K06676
OG0009211	K12823
OG0004273	K12567
OG0007355	K03686
OG0002908	K00052
OG0003505	K03691
OG0006267	K16545
OG0001201	K20029
OG0005770	K08515
OG0002392	K17544
OG0009730	K13341
OG0001740	K22833
OG0005620	K02183
OG0004153	K23966
OG0005241	K11661
OG0002809	K14947
OG0003200	K20121
OG0004978	K11729
OG0000796	K05350
OG0006312	K08334
OG0007449	K13953
OG0003273	K12626
OG0008759	K25166
OG0004160	K01379
OG0005319	K09255
OG0007049	K20777
OG0004165	K13412
OG0003886	K02295
OG0008553	K23739
OG0000113	K12132
OG0009711	K03251
OG0003113	K14379
OG0008050	K19760
OG0007862	K15335
OG0002016	K00856
OG0008867	K03424
OG0003576	K18468
OG0005246	K08794
OG0005489	K13205
OG0005987	K14842
OG0000244	K10669
OG0005264	K01613
OG0009641	K12460
OG0001746	K13989
OG0005960	K23164
OG0006627	K09255
OG0002769	K17339
OG0003388	K19681
OG0000205	K17508
OG0000262	K17535
OG0002595	K01950
OG0001660	K10799
OG0004172	K00898
OG0005906	K14539
OG0008325	K17783
OG0001196	K06642
OG0006443	K12013
OG0008593	K09503
OG0001305	K15272
OG0000913	K17535
OG0009803	K22048
OG0002489	K19369
OG0000115	K03702
OG0000652	K01379
OG0005405	K13698
OG0001209	K02110
OG0002531	K05841
OG0009165	K23730
OG0004591	K17943
OG0006712	K16465
OG0001132	K21866
OG0008610	K18183
OG0008927	K10669
OG0007385	K12486
OG0009505	K13346
OG0006623	K00939
OG0003141	K08288
OG0000118	K07937
OG0001610	K26544
OG0002522	K14859
OG0003857	K04905
OG0001050	K00476
OG0007188	K06180
OG0003072	K02731
OG0006656	K23727
OG0004472	K15111
OG0003956	K10582
OG0009868	K03438
OG0006002	K25401
OG0004406	K18470
OG0002470	K11717
OG0002356	K24253
OG0001457	K25471
OG0007670	K24736
OG0007458	K01250
OG0006074	K00750
OG0000686	K02471
OG0002785	K12132
OG0009869	K08838
OG0004797	K23965
OG0006392	K11209
OG0001862	K02183
OG0009863	K13412
OG0000067	K19584
OG0009340	K19754
OG0006805	K11863
OG0000182	K04852
OG0009019	K11209
OG0007082	K14167
OG0001762	K03246
OG0007038	K12460
OG0006770	K15697
OG0005484	K27318
OG0006164	K13748
OG0002882	K14803
OG0008082	K17362
OG0005341	K03438
OG0005524	K02973
OG0001603	K03327
OG0004354	K04043
OG0004205	K04515
OG0007510	K01240
OG0001721	K00923
OG0009740	K03120
OG0007834	K03978
OG0002629	K04097
OG0007452	K24930
OG0001377	K03253
OG0001433	K03083
OG0009547	K10407
OG0002579	K08734
OG0000594	K02371
OG0000001	K07115
OG0004270	K03681
OG0006637	K01379
OG0004783	K00939
OG0005759	K04409
OG0007009	K09255
OG0007876	K10260
OG0006521	K20029
OG0000246	K25861
OG0000121	K24133
OG0009006	K00231
OG0007148	K14652
OG0003629	K06180
OG0001272	K14411
OG0004607	K03217
OG0002416	K23538
OG0003476	K04958
OG0009563	K00967
OG0000404	K04856
OG0001889	K05349
OG0008408	K13289
OG0005703	K03686
OG0000782	K08848
OG0006510	K00567
OG0007367	K04515
OG0002132	K09935
OG0001156	K02716
OG0004298	K17341
OG0009859	K06693
OG0008249	K25610
OG0001330	K09515
OG0004394	K02303
OG0007544	K23119
OG0002929	K03165
OG0000301	K15377
OG0007959	K11982
OG0004133	K26167
OG0002394	K22900
OG0009772	K24224
OG0000948	K03773
OG0006527	K00939
OG0001969	K21862
OG0003631	K14293
OG0000532	K00108
OG0000102	K00545
OG0004233	K05969
OG0000413	K04909
OG0008444	K06662
OG0002257	K05928
OG0004191	K17777
OG0002269	K13526
OG0005720	K03453
OG0009110	K07238
OG0005109	K00128
OG0002434	K12821
OG0000659	K13066
OG0009885	K02293
OG0002159	K01210
OG0002109	K02349
OG0003659	K01488
OG0006336	K02137
OG0009219	K00861
OG0000453	K10396
OG0002686	K01759
OG0003679	K25458
OG0002495	K03648
OG0000052	K12117
OG0006684	K00604
OG0001764	K27103
OG0003669	K08869
OG0003965	K22684
OG0009676	K01649
OG0007438	K20872
OG0004617	K03686
OG0001722	K03782
OG0003838	K02924
OG0008690	K12823
OG0004046	K23788
OG0004901	K00573
OG0003365	K06173
OG0008103	K24940
OG0005420	K22390
OG0000149	K10595
OG0006327	K17890
OG0002080	K13448
OG0008298	K15429
OG0008510	K13412
OG0008786	K18042
OG0008658	K19430
OG0006442	K00974
OG0006574	K13126
OG0000719	K17609
OG0005144	K05592
OG0007954	K00799
OG0001163	K04905
OG0000075	K11085
OG0007626	K01178
OG0006640	K03259
OG0003341	K10573
OG0004771	K02896
OG0005845	K12586
OG0005913	K15153
OG0005479	K20308
OG0001699	K18740
OG0007043	K17619
OG0008974	K13412
OG0007226	K22763
OG0002136	K14521
OG0004920	K00500
OG0009697	K00791
OG0009168	K24272
OG0007024	K14539
OG0003375	K03327
OG0009120	K14809
OG0002580	K14411
OG0002211	K00753
OG0000239	K04834
OG0009283	K24937
OG0008641	K06130
OG0001672	K17592
OG0001158	K10394
OG0003302	K09478
OG0007532	K14445
OG0010081	K05540
OG0002328	K06180
OG0001818	K00218
OG0009692	K07390
OG0009843	K00816
OG0008253	K01551
OG0005000	K16675
OG0007051	K07126
OG0004005	K20872
OG0000458	K02183
OG0001825	K01883
OG0008014	K04461
OG0003882	K04515
OG0008034	K03362
OG0006602	K03527
OG0004332	K06130
OG0008470	K17822
OG0000700	K04739
OG0000071	K15259
OG0000173	K09255
OG0002899	K01802
OG0009685	K01195
OG0002927	K00889
OG0000385	K17086
OG0001505	K09540
OG0006629	K15336
OG0002113	K13412
OG0002324	K00471
OG0000401	K03798
OG0002848	K10417
OG0001660	K18442
OG0009751	K07114
OG0004002	K00059
OG0007095	K17916
OG0007215	K00252
OG0000313	K23424
OG0001528	K00898
OG0006700	K19413
OG0009906	K15277
OG0008494	K00899
OG0008728	K03428
OG0001150	K03070
OG0002270	K02036
OG0006114	K19942
OG0008421	K20295
OG0004041	K09564
OG0000059	K04908
OG0006184	K19760
OG0005919	K06573
OG0000292	K11838
OG0002986	K14684
OG0003550	K12823
OG0002881	K13998
OG0008819	K13566
OG0006061	K17550
OG0001103	K19760
OG0002309	K06047
OG0009194	K07126
OG0005668	K08332
OG0000419	K03234
OG0006599	K08193
OG0008152	K18643
OG0008837	K14555
OG0003171	K12585
OG0000101	K13420
OG0006172	K15261
OG0004073	K12968
OG0003960	K10870
OG0006774	K12306
OG0000430	K10661
OG0005060	K07766
OG0007400	K08654
OG0001037	K02634
OG0000383	K01251
OG0007032	K17972
OG0002072	K10394
OG0003142	K02471
OG0001561	K12410
OG0004939	K03016
OG0000295	K18272
OG0009537	K13289
OG0007184	K12842
OG0008327	K22987
OG0002683	K03844
OG0009557	K23490
OG0009892	K21440
OG0008802	K10260
OG0001927	K00167
OG0008064	K23424
OG0008104	K17609
OG0009251	K24230
OG0006556	K17710
OG0003456	K00558
OG0007981	K03437
OG0006338	K00898
